year,selling_price,km_driven,fuel,seller_type,owner,mileage,engine,max_power,torque,seats,transmission_Automatic,transmission_Manual
2017,700000,13.0,1,1,0,26.0,1248.0,74.0,190.0,5.0,False,True
2017,800000,7.0,1,1,0,27.0,1248.0,74.0,190.0,5.0,False,True
2015,600000,19.0,1,1,0,27.0,1498.0,98.0,200.0,5.0,False,True
2016,580000,21.0,1,1,0,25.0,1248.0,74.0,190.0,5.0,False,True
2016,350000,3.0,3,1,0,25.0,799.0,53.0,72.0,5.0,False,True
2011,204999,31.0,1,1,0,20.0,1399.0,68.0,160.0,5.0,False,True
2017,1350000,4.0,1,1,0,16.0,2179.0,140.0,330.0,7.0,False,True
2009,310000,25.0,1,1,2,23.0,1396.0,90.0,22.0,5.0,False,True
2011,700000,52.0,1,1,2,12.0,2494.0,102.0,20.0,7.0,False,True
2016,459999,14.0,1,1,2,25.0,1498.0,99.0,215.0,5.0,False,True
2017,860000,16.0,1,1,0,28.0,1248.0,88.0,200.0,5.0,False,True
2012,275000,20.0,2,1,4,19.0,1086.0,68.0,99.0,5.0,False,True
2016,390000,3.0,3,1,0,25.0,799.0,53.0,72.0,5.0,False,True
2005,110000,10.0,3,0,2,19.0,796.0,46.0,62.0,5.0,False,True
2018,665000,8.0,1,0,0,24.0,1120.0,71.0,180.0,5.0,False,True
2019,721000,1.0,3,0,0,18.0,1197.0,81.0,114.0,5.0,False,True
2016,390000,13.0,1,0,0,25.0,1198.0,77.0,190.0,5.0,False,True
2019,975000,2.0,1,0,0,16.0,2498.0,105.0,247.0,6.0,False,True
2019,685000,0.0,3,0,0,18.0,1197.0,81.0,117.0,5.0,False,True
2019,595000,3.0,3,0,0,21.0,1197.0,81.0,113.0,5.0,False,True
2018,900000,9.0,1,0,2,23.0,1498.0,98.0,205.0,5.0,False,True
2018,950000,10.0,1,0,0,25.0,1248.0,88.0,200.0,7.0,False,True
2017,570000,6.0,3,0,0,18.0,1197.0,81.0,114.0,5.0,False,True
2018,700000,6.0,3,0,0,18.0,1197.0,81.0,114.0,5.0,False,True
2018,910000,7.0,1,0,0,24.0,1248.0,88.0,200.0,5.0,False,True
2018,751000,9.0,1,0,0,26.0,1248.0,74.0,190.0,5.0,False,True
2009,135000,23.0,1,1,2,17.0,1405.0,71.0,135.0,5.0,False,True
2017,975000,8.0,1,0,0,20.0,1582.0,126.0,259.0,5.0,False,True
2019,925000,10.0,1,0,0,24.0,1248.0,88.0,200.0,7.0,False,True
2016,725000,13.0,1,0,0,20.0,1248.0,88.0,200.0,7.0,False,True
2013,550000,13.0,1,0,0,20.0,1248.0,88.0,200.0,7.0,False,True
2014,550000,16.0,1,0,0,22.0,1396.0,88.0,219.0,5.0,False,True
2013,750000,20.0,1,0,0,12.0,2494.0,102.0,20.0,7.0,False,True
2013,475000,11.0,3,0,2,17.0,1497.0,118.0,146.0,5.0,False,True
2017,325000,13.0,3,0,0,19.0,1198.0,67.0,104.0,7.0,False,True
2017,725000,16.0,1,0,0,25.0,1248.0,88.0,200.0,7.0,False,True
2018,775000,9.0,3,0,2,16.0,1373.0,93.0,130.0,7.0,False,True
2017,625000,14.0,1,0,0,23.0,1248.0,74.0,190.0,5.0,False,True
2009,195000,11.0,3,0,2,18.0,1248.0,88.0,200.0,5.0,False,True
2014,470000,18.0,1,0,0,22.0,1248.0,74.0,190.0,5.0,False,True
2017,1750000,20.0,1,0,0,13.0,2393.0,147.0,343.0,7.0,False,True
2016,1650000,19.0,1,0,0,13.0,2393.0,147.0,343.0,7.0,False,True
2013,380000,12.0,1,1,0,22.0,1248.0,74.0,190.0,5.0,False,True
2017,650000,14.0,1,1,0,26.0,1248.0,74.0,190.0,5.0,False,True
2016,275000,10.0,3,1,0,21.0,814.0,55.0,74.0,5.0,False,True
2009,220000,26.0,3,1,2,13.0,1799.0,130.0,172.0,5.0,False,True
2008,200000,12.0,3,1,2,19.0,1086.0,68.0,99.0,5.0,False,True
2015,315000,25.0,3,1,2,15.0,1196.0,73.0,101.0,5.0,False,True
2004,90000,23.0,3,1,4,19.0,796.0,46.0,62.0,5.0,False,True
2007,120000,14.0,3,1,2,18.0,1061.0,67.0,84.0,5.0,False,True
2006,90000,35.0,3,1,2,18.0,998.0,67.0,90.0,5.0,False,True
2018,1500000,6.0,1,1,0,16.0,2179.0,140.0,330.0,7.0,False,True
2015,370000,12.0,1,1,0,24.0,1120.0,70.0,160.0,5.0,False,True
2016,595000,27.0,1,1,0,25.0,1248.0,74.0,190.0,5.0,False,True
2007,150000,25.0,1,1,2,19.0,1461.0,65.0,16.0,5.0,False,True
2012,400000,12.0,1,1,2,19.0,1248.0,73.0,190.0,5.0,False,True
2016,310000,4.0,3,1,2,23.0,998.0,67.0,90.0,5.0,False,True
2018,385000,10.0,3,1,0,23.0,998.0,67.0,90.0,5.0,False,True
2005,105000,33.0,3,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2014,750000,19.0,1,1,0,15.0,2179.0,140.0,330.0,7.0,False,True
2019,521000,0.0,3,1,0,20.0,1086.0,68.0,99.0,5.0,True,False
2010,180000,16.0,1,1,0,21.0,1248.0,88.0,200.0,5.0,False,True
2011,220000,32.0,1,1,2,17.0,1399.0,68.0,16.0,5.0,False,True
1998,40000,14.0,3,1,2,16.0,796.0,37.0,59.0,4.0,False,True
2018,540000,0.0,3,1,0,18.0,1197.0,81.0,113.0,5.0,False,True
2007,140000,7.0,3,1,2,19.0,796.0,46.0,62.0,5.0,False,True
2003,200000,25.0,3,1,0,17.0,993.0,60.0,78.0,5.0,False,True
2015,650000,23.0,1,1,2,22.0,1498.0,98.0,205.0,5.0,False,True
2010,229999,36.0,1,1,2,17.0,1399.0,68.0,16.0,5.0,False,True
2010,305000,37.0,1,1,4,17.0,1248.0,75.0,190.0,5.0,False,True
2008,200000,34.0,1,1,0,17.0,1399.0,68.0,16.0,5.0,False,True
2008,200000,34.0,1,1,0,17.0,1399.0,68.0,16.0,5.0,False,True
2010,465000,16.0,1,1,0,14.0,2489.0,95.0,220.0,8.0,False,True
2011,210000,23.0,1,1,4,23.0,1461.0,63.0,160.0,5.0,False,True
2016,570000,28.0,1,1,0,15.0,2523.0,62.0,195.0,7.0,False,True
2015,570000,16.0,3,1,0,16.0,1373.0,93.0,130.0,7.0,False,True
2015,650000,12.0,3,1,0,16.0,1373.0,93.0,130.0,7.0,False,True
2016,620000,7.0,3,1,0,20.0,1197.0,83.0,115.0,5.0,False,True
2012,250000,13.0,3,1,2,18.0,998.0,67.0,90.0,5.0,False,True
2011,1000000,10.0,1,1,0,17.0,1995.0,184.0,380.0,5.0,True,False
2012,300000,12.0,2,1,0,26.0,998.0,58.0,77.0,5.0,False,True
2013,300000,17.0,1,1,0,20.0,1248.0,75.0,197.0,5.0,False,True
2018,810000,6.0,1,1,2,23.0,1498.0,98.0,205.0,5.0,False,True
2011,270000,21.0,1,1,4,18.0,1991.0,147.0,327.0,5.0,False,True
2015,470000,14.0,1,1,2,26.0,1248.0,74.0,190.0,5.0,False,True
2017,400000,18.0,1,1,0,20.0,1248.0,88.0,190.0,5.0,False,True
2014,300000,12.0,3,1,2,20.0,998.0,67.0,90.0,5.0,False,True
2015,170000,4.0,3,1,4,22.0,796.0,47.0,69.0,5.0,False,True
2014,455999,16.0,1,1,0,19.0,1461.0,108.0,248.0,5.0,False,True
2009,121000,21.0,1,1,2,13.0,2489.0,95.0,220.0,8.0,False,True
2002,35000,15.0,3,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2005,85000,21.0,3,1,0,18.0,1248.0,88.0,200.0,5.0,False,True
2016,650000,16.0,1,1,2,24.0,1248.0,88.0,200.0,5.0,False,True
2017,350000,7.0,3,1,0,17.0,1193.0,88.0,140.0,5.0,False,True
2013,125000,29.0,1,1,0,25.0,936.0,57.0,150.0,5.0,False,True
2005,80000,19.0,3,1,2,19.0,796.0,46.0,62.0,5.0,True,False
2009,120000,25.0,3,1,0,18.0,1248.0,88.0,200.0,5.0,False,True
2008,250000,21.0,3,1,0,17.0,1497.0,78.0,12.0,5.0,False,True
2011,225000,19.0,1,1,0,20.0,1598.0,103.0,250.0,5.0,False,True
2007,215000,22.0,1,1,2,13.0,2523.0,63.0,180.0,7.0,False,True
2017,450000,8.0,1,1,2,25.0,1186.0,73.0,190.0,5.0,False,True
2017,509999,19.0,3,1,0,20.0,1197.0,81.0,113.0,5.0,False,True
2015,245000,7.0,3,1,2,22.0,796.0,47.0,69.0,5.0,False,True
2016,620000,5.0,1,0,0,23.0,1248.0,88.0,200.0,5.0,False,True
2019,1700000,3.0,1,1,0,17.0,1956.0,138.0,350.0,5.0,False,True
2019,590000,0.0,3,1,0,19.0,1198.0,67.0,104.0,7.0,False,True
2014,370000,6.0,1,1,0,23.0,1248.0,73.0,190.0,5.0,False,True
2013,350000,3.0,3,1,0,18.0,1197.0,85.0,114.0,5.0,False,True
2017,580000,4.0,3,1,0,21.0,1197.0,83.0,115.0,5.0,False,True
2018,450000,11.0,3,1,0,18.0,1197.0,81.0,113.0,5.0,False,True
2017,600000,4.0,3,1,0,17.0,1197.0,81.0,114.0,5.0,False,True
2016,2400000,6.0,1,1,0,12.0,2198.0,158.0,385.0,7.0,True,False
2017,450000,14.0,3,1,0,18.0,1197.0,81.0,114.0,5.0,False,True
2009,150000,6.0,1,1,0,19.0,1396.0,69.0,135.0,5.0,False,True
2019,400000,3.0,3,1,0,15.0,1196.0,73.0,101.0,5.0,False,True
2013,185000,18.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2018,625000,10.0,3,1,0,22.0,1197.0,81.0,113.0,5.0,True,False
2019,700000,4.0,3,1,0,17.0,1197.0,81.0,114.0,5.0,False,True
2017,390000,5.0,3,1,0,20.0,998.0,67.0,90.0,5.0,False,True
2018,625000,5.0,3,1,0,17.0,1198.0,108.0,170.0,5.0,False,True
2014,400000,10.0,3,1,0,19.0,1197.0,85.0,114.0,5.0,False,True
2011,380000,31.0,1,1,1,23.0,1396.0,90.0,22.0,5.0,False,True
2009,400000,19.0,3,1,0,14.0,1794.0,138.0,173.0,5.0,True,False
2019,620000,21.0,3,1,0,17.0,1193.0,88.0,140.0,5.0,False,True
2008,190000,38.0,1,1,2,17.0,1399.0,67.0,160.0,5.0,False,True
2013,210000,10.0,3,1,2,22.0,796.0,47.0,69.0,5.0,False,True
2012,270000,16.0,1,1,4,23.0,1248.0,73.0,190.0,5.0,False,True
1999,45000,21.0,3,1,4,17.0,993.0,60.0,78.0,5.0,False,True
2014,220000,19.0,3,1,2,21.0,814.0,55.0,74.0,5.0,False,True
2014,550000,2.0,1,1,0,15.0,2523.0,63.0,180.0,9.0,False,True
2013,370000,25.0,3,1,0,18.0,1197.0,82.0,113.0,5.0,False,True
2006,95000,21.0,3,1,2,18.0,1248.0,88.0,200.0,5.0,True,False
2015,650000,10.0,1,1,0,14.0,2489.0,93.0,218.0,9.0,False,True
2012,550000,25.0,3,1,0,16.0,1497.0,116.0,146.0,5.0,False,True
2010,225000,21.0,1,1,2,17.0,1399.0,68.0,16.0,5.0,False,True
2004,40000,12.0,3,1,2,16.0,796.0,37.0,59.0,4.0,False,True
2016,280000,12.0,3,1,0,21.0,814.0,55.0,74.0,5.0,False,True
2017,570000,9.0,3,0,0,17.0,1499.0,110.0,136.0,5.0,True,False
2017,290000,19.0,3,1,2,24.0,796.0,47.0,69.0,5.0,False,True
2018,720000,10.0,1,1,2,21.0,1396.0,88.0,219.0,5.0,False,True
2017,800000,12.0,1,1,0,22.0,1498.0,98.0,205.0,5.0,False,True
2012,265000,4.0,3,1,4,19.0,1086.0,68.0,99.0,5.0,False,True
2010,135000,19.0,3,1,4,19.0,796.0,46.0,62.0,5.0,False,True
2016,350000,14.0,1,1,2,25.0,1498.0,99.0,215.0,5.0,False,True
2008,200000,16.0,3,1,2,18.0,1248.0,88.0,200.0,5.0,False,True
2016,490000,16.0,1,1,0,18.0,1248.0,73.0,172.0,8.0,False,True
2012,450000,15.0,1,1,2,22.0,1582.0,126.0,259.0,5.0,False,True
2016,950000,10.0,1,1,0,15.0,1997.0,120.0,280.0,7.0,False,True
2012,355000,19.0,3,1,2,17.0,1298.0,85.0,114.0,5.0,False,True
2019,700000,3.0,3,1,0,18.0,1197.0,81.0,114.0,5.0,False,True
2012,459999,14.0,1,1,0,12.0,2179.0,120.0,290.0,8.0,False,True
2012,350000,15.0,1,1,2,22.0,1199.0,73.0,180.0,5.0,False,True
2006,85000,12.0,3,1,2,19.0,796.0,46.0,62.0,5.0,False,True
2016,290000,3.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2019,1000000,15.0,1,1,0,25.0,1498.0,98.0,200.0,5.0,False,True
2008,85000,5.0,3,1,2,16.0,1193.0,64.0,99.0,5.0,False,True
2003,65000,24.0,3,1,0,19.0,796.0,46.0,62.0,5.0,False,True
2005,75000,25.0,3,1,0,13.0,1493.0,100.0,13.0,5.0,False,True
2003,100000,52.0,1,1,2,18.0,1896.0,66.0,210.0,5.0,False,True
2009,170000,11.0,1,1,0,17.0,1405.0,71.0,135.0,5.0,False,True
2017,525000,8.0,3,1,0,18.0,1197.0,81.0,113.0,5.0,True,False
2020,265000,14.0,3,1,2,21.0,998.0,67.0,90.0,5.0,False,True
2018,459999,10.0,3,1,0,20.0,1199.0,84.0,114.0,5.0,False,True
2017,250000,4.0,3,1,0,23.0,998.0,67.0,90.0,5.0,False,True
2013,395000,14.0,1,1,2,23.0,1248.0,74.0,190.0,5.0,False,True
2014,375000,12.0,3,1,0,18.0,1197.0,82.0,114.0,5.0,False,True
2009,120000,25.0,1,1,0,17.0,1405.0,71.0,135.0,5.0,False,True
2011,290000,23.0,1,1,2,21.0,1248.0,73.0,113.0,5.0,False,True
2017,409999,12.0,3,1,0,23.0,1199.0,84.0,114.0,5.0,False,True
2009,200000,6.0,3,1,0,16.0,995.0,63.0,90.0,5.0,False,True
2018,900000,7.0,1,1,0,21.0,1498.0,108.0,250.0,5.0,False,True
2003,50000,10.0,3,1,4,16.0,796.0,37.0,59.0,4.0,False,True
2012,450000,21.0,1,1,0,19.0,1461.0,108.0,248.0,5.0,False,True
2012,650000,16.0,1,1,4,15.0,2179.0,140.0,330.0,7.0,False,True
2014,300000,17.0,1,1,2,20.0,1498.0,88.0,230.0,5.0,False,True
2014,425000,12.0,1,1,0,25.0,1498.0,89.0,204.0,5.0,False,True
1998,55000,10.0,3,1,2,17.0,993.0,60.0,78.0,5.0,False,True
2011,200000,12.0,3,1,2,20.0,1197.0,78.0,111.0,5.0,False,True
2015,975000,21.0,1,1,0,16.0,2179.0,140.0,330.0,7.0,False,True
2013,450000,14.0,1,1,0,15.0,2523.0,62.0,195.0,7.0,False,True
2014,600000,17.0,1,1,2,15.0,2523.0,62.0,195.0,7.0,False,True
2014,550000,16.0,1,1,0,15.0,2523.0,62.0,195.0,9.0,False,True
2011,180000,18.0,1,1,0,18.0,1248.0,75.0,190.0,5.0,False,True
2010,300000,25.0,1,1,0,14.0,2498.0,112.0,260.0,7.0,False,True
2016,350000,14.0,3,1,2,17.0,1193.0,88.0,140.0,5.0,False,True
2014,465000,19.0,1,1,0,23.0,1248.0,74.0,190.0,5.0,False,True
2010,200000,39.0,1,1,2,21.0,1248.0,88.0,200.0,5.0,False,True
2014,350000,25.0,1,1,2,18.0,1248.0,73.0,172.0,8.0,False,True
2015,650000,16.0,3,1,0,17.0,1497.0,117.0,145.0,5.0,False,True
2010,150000,26.0,3,1,2,20.0,1197.0,78.0,111.0,5.0,False,True
2014,560000,21.0,1,1,2,26.0,1498.0,98.0,200.0,5.0,False,True
2015,625000,19.0,1,1,0,21.0,1396.0,88.0,219.0,5.0,False,True
2012,220000,23.0,1,1,0,20.0,1399.0,68.0,160.0,5.0,False,True
2013,250000,23.0,1,1,0,20.0,1399.0,68.0,160.0,5.0,False,True
2018,575000,14.0,1,1,0,20.0,1248.0,88.0,190.0,5.0,False,True
2015,1050000,13.0,1,1,0,15.0,2179.0,140.0,330.0,7.0,False,True
2015,3000000,14.0,1,1,2,16.0,2179.0,187.0,450.0,5.0,True,False
2012,200000,19.0,1,1,4,11.0,2179.0,138.0,320.0,7.0,False,True
2016,262000,10.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2018,299000,6.0,3,1,0,21.0,814.0,55.0,74.0,5.0,False,True
2015,250000,5.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2011,140000,12.0,3,1,1,17.0,1086.0,62.0,96.0,5.0,False,True
2013,360000,14.0,1,1,4,23.0,1248.0,74.0,190.0,5.0,False,True
2015,210000,16.0,3,1,0,20.0,1198.0,67.0,104.0,5.0,False,True
2017,600000,12.0,1,1,0,22.0,1396.0,88.0,219.0,5.0,False,True
2011,210000,21.0,1,1,0,19.0,1199.0,75.0,180.0,5.0,False,True
2011,300000,16.0,1,1,2,20.0,1598.0,103.0,250.0,5.0,False,True
2016,450000,7.0,3,1,0,18.0,1197.0,82.0,114.0,5.0,False,True
2018,3200000,7.0,1,1,0,10.0,3198.0,197.0,470.0,7.0,True,False
2019,550000,2.0,3,1,0,18.0,1197.0,81.0,113.0,5.0,False,True
2011,100000,16.0,1,1,0,18.0,1248.0,75.0,190.0,5.0,False,True
2012,185000,10.0,3,1,2,21.0,814.0,55.0,74.0,5.0,False,True
2006,80000,19.0,3,1,2,17.0,1061.0,64.0,8.0,5.0,False,True
2017,295000,16.0,3,1,0,24.0,796.0,47.0,69.0,5.0,False,True
2017,360000,5.0,3,1,0,23.0,999.0,67.0,91.0,5.0,False,True
2014,210000,14.0,3,1,0,20.0,998.0,67.0,90.0,5.0,False,True
2019,585000,16.0,3,1,0,17.0,1197.0,81.0,114.0,5.0,True,False
2016,560000,10.0,1,1,0,20.0,1498.0,88.0,230.0,5.0,False,True
2015,600000,14.0,1,1,0,26.0,1498.0,98.0,200.0,5.0,False,True
2017,330000,12.0,3,1,0,20.0,1198.0,67.0,104.0,5.0,False,True
2019,990000,3.0,3,1,0,17.0,1591.0,121.0,151.0,5.0,False,True
2012,300000,19.0,1,1,0,23.0,1364.0,67.0,170.0,5.0,False,True
2018,650000,5.0,3,1,0,17.0,1198.0,108.0,170.0,5.0,False,True
2019,695000,4.0,3,1,0,17.0,1197.0,81.0,117.0,5.0,True,False
2014,300000,12.0,1,1,0,24.0,1120.0,70.0,160.0,5.0,False,True
2015,270000,4.0,3,1,0,22.0,796.0,47.0,69.0,5.0,False,True
2010,185000,14.0,1,1,2,11.0,2179.0,138.0,320.0,7.0,False,True
2013,200000,16.0,1,1,0,22.0,1248.0,76.0,205.0,5.0,False,True
2019,459999,7.0,0,1,0,26.0,998.0,58.0,77.0,5.0,False,True
2018,860000,12.0,1,1,0,21.0,1497.0,108.0,260.0,5.0,False,True
2018,400000,4.0,3,1,0,23.0,1199.0,84.0,114.0,5.0,False,True
2013,240000,30.0,1,1,2,23.0,1248.0,73.0,190.0,5.0,False,True
2015,570000,15.0,1,1,0,26.0,1248.0,74.0,190.0,5.0,False,True
2018,850000,19.0,1,1,0,23.0,1498.0,98.0,205.0,5.0,False,True
2011,155000,16.0,1,1,4,20.0,1399.0,68.0,160.0,5.0,False,True
2011,270000,26.0,1,1,0,23.0,1396.0,90.0,22.0,5.0,False,True
2015,610000,6.0,3,1,0,20.0,1373.0,91.0,130.0,5.0,False,True
2015,1000000,10.0,1,1,0,19.0,1582.0,126.0,259.0,5.0,False,True
2012,450000,25.0,1,1,2,12.0,2179.0,120.0,290.0,9.0,False,True
2018,500000,7.0,1,1,0,25.0,1186.0,73.0,190.0,5.0,False,True
2018,700000,9.0,1,1,0,27.0,1498.0,98.0,200.0,5.0,False,True
2007,135000,12.0,3,1,0,19.0,796.0,46.0,62.0,5.0,False,True
2012,430000,31.0,1,1,2,12.0,2179.0,120.0,290.0,9.0,False,True
2014,625000,14.0,1,1,2,22.0,1582.0,126.0,259.0,5.0,False,True
2011,280000,20.0,3,1,0,16.0,1498.0,97.0,134.0,5.0,False,True
2015,800000,14.0,1,1,0,15.0,1997.0,120.0,280.0,7.0,False,True
2012,220000,14.0,1,1,2,23.0,1248.0,73.0,190.0,5.0,False,True
2017,620000,3.0,3,1,0,20.0,1197.0,81.0,113.0,5.0,False,True
2011,300000,14.0,1,1,0,13.0,2179.0,138.0,320.0,7.0,False,True
2010,180000,5.0,3,1,2,19.0,796.0,46.0,62.0,5.0,False,True
2013,250000,25.0,1,1,4,22.0,1199.0,73.0,180.0,5.0,False,True
2017,480000,11.0,3,1,0,20.0,1197.0,83.0,115.0,5.0,False,True
2019,885000,2.0,3,1,2,17.0,1497.0,121.0,150.0,5.0,False,True
2020,550000,12.0,1,1,0,25.0,1198.0,77.0,190.0,6.0,False,True
2018,800000,6.0,1,1,0,28.0,1248.0,74.0,190.0,5.0,False,True
2013,180000,13.0,3,1,0,17.0,1086.0,62.0,96.0,5.0,False,True
2010,200000,5.0,3,1,0,18.0,1248.0,88.0,200.0,5.0,False,True
2012,380000,10.0,1,1,2,21.0,1396.0,88.0,219.0,5.0,False,True
2019,520000,0.0,3,1,0,24.0,1199.0,83.0,114.0,5.0,True,False
2004,90000,12.0,3,1,0,19.0,796.0,46.0,62.0,5.0,False,True
2016,330000,16.0,3,1,2,20.0,998.0,67.0,90.0,5.0,False,True
1999,40000,10.0,3,1,2,16.0,796.0,37.0,59.0,4.0,False,True
2015,370000,25.0,1,1,0,18.0,1248.0,73.0,172.0,8.0,False,True
2009,290000,25.0,3,1,2,16.0,1497.0,116.0,146.0,5.0,False,True
2013,215000,9.0,3,1,2,21.0,814.0,55.0,74.0,5.0,False,True
2017,1282000,9.0,1,1,0,17.0,2179.0,153.0,400.0,7.0,False,True
2012,610000,19.0,1,1,0,12.0,2494.0,102.0,20.0,8.0,False,True
2013,380000,23.0,1,1,2,21.0,1396.0,88.0,219.0,5.0,False,True
2017,1250000,20.0,1,1,0,15.0,1997.0,120.0,280.0,7.0,False,True
2012,400000,21.0,1,1,2,22.0,1582.0,126.0,259.0,5.0,False,True
2018,700000,5.0,3,1,2,17.0,1197.0,81.0,114.0,5.0,True,False
2014,650000,16.0,1,1,0,19.0,1461.0,108.0,248.0,5.0,False,True
2014,95000,10.0,3,1,2,25.0,624.0,37.0,51.0,4.0,False,True
2015,1147000,12.0,1,1,0,16.0,2179.0,140.0,330.0,7.0,False,True
2010,150000,23.0,3,1,0,0.0,1086.0,62.0,96.0,5.0,False,True
2008,120000,16.0,3,1,4,19.0,796.0,46.0,62.0,5.0,False,True
2003,130000,15.0,0,1,4,18.0,1248.0,88.0,200.0,5.0,False,True
2010,180000,39.0,1,0,2,17.0,1399.0,68.0,16.0,5.0,False,True
2013,325000,14.0,1,0,0,18.0,1388.0,67.0,160.0,5.0,False,True
2015,550000,43.0,1,0,0,22.0,1498.0,98.0,205.0,5.0,False,True
2018,950000,5.0,1,0,0,22.0,1498.0,98.0,205.0,5.0,False,True
2014,500000,27.0,1,0,2,22.0,1498.0,89.0,204.0,5.0,False,True
2017,725000,15.0,1,0,0,26.0,1498.0,99.0,215.0,5.0,False,True
2015,500000,3.0,3,0,2,18.0,1194.0,94.0,119.0,5.0,False,True
2011,180000,46.0,1,1,0,21.0,1461.0,64.0,160.0,5.0,False,True
2016,650000,2.0,1,1,0,22.0,1396.0,88.0,219.0,5.0,False,True
2010,285000,16.0,1,1,0,17.0,1248.0,75.0,190.0,5.0,False,True
2011,210000,45.0,1,1,0,21.0,1461.0,64.0,160.0,5.0,False,True
2012,200000,29.0,1,1,0,17.0,1399.0,67.0,160.0,5.0,False,True
2011,295000,13.0,1,1,2,20.0,1598.0,103.0,250.0,5.0,False,True
2007,160000,25.0,3,1,4,17.0,1497.0,78.0,12.0,5.0,False,True
2017,450000,2.0,3,1,0,23.0,998.0,67.0,90.0,5.0,True,False
2016,385000,4.0,3,1,0,20.0,1198.0,67.0,104.0,7.0,False,True
2011,350000,19.0,1,1,2,18.0,1388.0,67.0,160.0,5.0,False,True
2019,558000,14.0,1,1,0,28.0,1248.0,74.0,190.0,5.0,False,True
2010,165000,11.0,3,1,4,17.0,1086.0,62.0,96.0,5.0,False,True
2012,300000,16.0,1,1,2,21.0,1396.0,88.0,219.0,5.0,False,True
2012,900000,21.0,1,1,0,15.0,2179.0,140.0,330.0,7.0,False,True
2008,890000,14.0,1,1,4,18.0,1248.0,88.0,200.0,5.0,True,False
2014,640000,13.0,1,1,2,21.0,1498.0,103.0,250.0,5.0,False,True
2015,900000,14.0,1,1,4,15.0,2179.0,120.0,280.0,7.0,False,True
2013,450000,12.0,1,1,0,18.0,1248.0,73.0,172.0,7.0,False,True
2018,825000,17.0,1,1,0,28.0,1248.0,88.0,200.0,5.0,False,True
2013,500000,16.0,1,1,2,13.0,2179.0,138.0,320.0,7.0,False,True
2017,325000,1.0,3,1,2,18.0,1198.0,82.0,115.0,6.0,False,True
2014,450000,28.0,1,1,0,19.0,1461.0,108.0,248.0,5.0,False,True
2017,675000,5.0,3,1,2,17.0,1199.0,88.0,110.0,5.0,False,True
2017,415000,3.0,3,1,0,17.0,1193.0,88.0,140.0,5.0,False,True
2017,1100000,8.0,1,1,0,21.0,1396.0,88.0,219.0,5.0,False,True
2016,500000,7.0,3,1,0,17.0,1198.0,73.0,110.0,5.0,False,True
2014,509999,14.0,1,1,2,15.0,2523.0,62.0,195.0,7.0,False,True
2007,200000,32.0,1,1,1,10.0,2609.0,120.0,290.0,9.0,False,True
2007,60000,21.0,3,1,2,16.0,796.0,37.0,59.0,4.0,False,True
2013,500000,16.0,1,1,2,22.0,1582.0,126.0,259.0,5.0,False,True
2009,45000,21.0,1,1,2,17.0,1396.0,53.0,8.0,5.0,False,True
2017,270000,10.0,3,1,0,25.0,799.0,53.0,72.0,5.0,False,True
2017,550000,8.0,3,1,0,17.0,1197.0,81.0,114.0,5.0,False,True
2016,235000,12.0,3,1,0,23.0,999.0,67.0,91.0,5.0,False,True
2018,600000,8.0,3,1,0,18.0,1197.0,81.0,114.0,5.0,False,True
2015,525000,12.0,1,1,0,27.0,1498.0,98.0,200.0,5.0,False,True
2012,325000,19.0,1,1,0,22.0,1248.0,74.0,190.0,5.0,False,True
2014,420000,19.0,1,1,0,23.0,1248.0,74.0,190.0,5.0,False,True
2014,229999,12.0,3,1,2,20.0,998.0,67.0,90.0,5.0,False,True
2013,375000,16.0,1,1,1,23.0,1248.0,74.0,190.0,5.0,False,True
2012,750000,25.0,1,1,0,12.0,2179.0,120.0,290.0,8.0,False,True
2018,400000,8.0,3,1,0,23.0,1199.0,84.0,114.0,5.0,False,True
2013,600000,19.0,1,1,0,15.0,2179.0,140.0,330.0,7.0,False,True
2008,110000,16.0,3,1,4,17.0,1086.0,63.0,9.0,5.0,False,True
2007,45000,15.0,3,1,0,16.0,796.0,37.0,59.0,4.0,False,True
2019,722000,16.0,1,1,0,0.0,2523.0,70.0,200.0,2.0,False,True
2020,500000,3.0,3,1,0,23.0,1199.0,83.0,114.0,5.0,False,True
2007,250000,23.0,1,1,2,18.0,1493.0,110.0,24.0,5.0,False,True
2018,950000,8.0,1,1,0,21.0,1498.0,108.0,250.0,5.0,False,True
2013,375000,44.0,1,1,0,21.0,1461.0,84.0,200.0,5.0,False,True
2018,780000,6.0,1,1,0,28.0,1248.0,74.0,190.0,5.0,False,True
2018,575000,6.0,3,1,0,20.0,1086.0,68.0,99.0,5.0,False,True
2017,563000,6.0,3,1,2,18.0,1197.0,81.0,114.0,5.0,False,True
2017,450000,3.0,3,1,0,23.0,1199.0,84.0,114.0,5.0,False,True
2020,2300000,0.0,1,1,0,13.0,2393.0,147.0,360.0,7.0,True,False
1999,80000,5.0,3,1,0,16.0,796.0,37.0,59.0,4.0,False,True
2010,320000,28.0,1,1,2,23.0,1396.0,90.0,22.0,5.0,False,True
